rank,statement_id,file,line,code,ochiai_score,tie_size,r_worst
5,S59,DateUtils.java,341,"pattern = pattern.substring(0, pattern.length() - 1);",0.0,630,634
5,S60,DateUtils.java,344,parser.applyPattern(pattern);,0.0,630,634
5,S61,DateUtils.java,345,pos.setIndex(0);,0.0,630,634
5,S62,DateUtils.java,347,String str2 = str;,0.0,630,634
5,S63,DateUtils.java,349,"if (parsePatterns[i].endsWith(""ZZ"")) {",0.0,630,634
5,S64,DateUtils.java,350,"str2 = str.replaceAll(""([-+][0-9][0-9]):([0-9][0-9])$"", ""$1$2"");",0.0,630,634
5,S65,DateUtils.java,353,"Date date = parser.parse(str2, pos);",0.0,630,634
5,S66,DateUtils.java,354,if (date != null && pos.getIndex() == str2.length()) {,0.0,630,634
5,S67,DateUtils.java,355,return date;,0.0,630,634
5,S68,DateUtils.java,358,"throw new ParseException(""Unable to parse the date: "" + str, -1);",0.0,630,634
5,S69,DateUtils.java,372,"return add(date, Calendar.YEAR, amount);",0.0,630,634
5,S70,DateUtils.java,386,"return add(date, Calendar.MONTH, amount);",0.0,630,634
5,S71,DateUtils.java,400,"return add(date, Calendar.WEEK_OF_YEAR, amount);",0.0,630,634
5,S72,DateUtils.java,414,"return add(date, Calendar.DAY_OF_MONTH, amount);",0.0,630,634
5,S73,DateUtils.java,428,"return add(date, Calendar.HOUR_OF_DAY, amount);",0.0,630,634
5,S74,DateUtils.java,442,"return add(date, Calendar.MINUTE, amount);",0.0,630,634
5,S75,DateUtils.java,456,"return add(date, Calendar.SECOND, amount);",0.0,630,634
5,S76,DateUtils.java,470,"return add(date, Calendar.MILLISECOND, amount);",0.0,630,634
5,S77,DateUtils.java,485,if (date == null) {,0.0,630,634
5,S78,DateUtils.java,488,Calendar c = Calendar.getInstance();,0.0,630,634
5,S79,DateUtils.java,489,c.setTime(date);,0.0,630,634
5,S80,DateUtils.java,490,"c.add(calendarField, amount);",0.0,630,634
5,S81,DateUtils.java,491,return c.getTime();,0.0,630,634
5,S82,DateUtils.java,506,"return set(date, Calendar.YEAR, amount);",0.0,630,634
5,S83,DateUtils.java,521,"return set(date, Calendar.MONTH, amount);",0.0,630,634
5,S84,DateUtils.java,536,"return set(date, Calendar.DAY_OF_MONTH, amount);",0.0,630,634
5,S85,DateUtils.java,552,"return set(date, Calendar.HOUR_OF_DAY, amount);",0.0,630,634
5,S86,DateUtils.java,567,"return set(date, Calendar.MINUTE, amount);",0.0,630,634
5,S87,DateUtils.java,582,"return set(date, Calendar.SECOND, amount);",0.0,630,634
5,S88,DateUtils.java,597,"return set(date, Calendar.MILLISECOND, amount);",0.0,630,634
5,S89,DateUtils.java,614,if (date == null) {,0.0,630,634
5,S90,DateUtils.java,618,Calendar c = Calendar.getInstance();,0.0,630,634
5,S91,DateUtils.java,619,c.setLenient(false);,0.0,630,634
5,S92,DateUtils.java,620,c.setTime(date);,0.0,630,634
5,S93,DateUtils.java,621,"c.set(calendarField, amount);",0.0,630,634
5,S94,DateUtils.java,622,return c.getTime();,0.0,630,634
5,S95,DateUtils.java,635,Calendar c = Calendar.getInstance();,0.0,630,634
5,S96,DateUtils.java,636,c.setTime(date);,0.0,630,634
5,S97,DateUtils.java,637,return c;,0.0,630,634
5,S98,DateUtils.java,670,if (date == null) {,0.0,630,634
5,S99,DateUtils.java,671,"throw new IllegalArgumentException(""The date must not be null"");",0.0,630,634
5,S100,DateUtils.java,673,Calendar gval = Calendar.getInstance();,0.0,630,634
5,S101,DateUtils.java,674,gval.setTime(date);,0.0,630,634
5,S102,DateUtils.java,675,"modify(gval, field, MODIFY_ROUND);",0.0,630,634
5,S103,DateUtils.java,676,return gval.getTime();,0.0,630,634
5,S104,DateUtils.java,708,if (date == null) {,0.0,630,634
5,S105,DateUtils.java,709,"throw new IllegalArgumentException(""The date must not be null"");",0.0,630,634
5,S106,DateUtils.java,711,Calendar rounded = (Calendar) date.clone();,0.0,630,634
5,S107,DateUtils.java,712,"modify(rounded, field, MODIFY_ROUND);",0.0,630,634
5,S108,DateUtils.java,713,return rounded;,0.0,630,634
5,S109,DateUtils.java,747,if (date == null) {,0.0,630,634
5,S110,DateUtils.java,748,"throw new IllegalArgumentException(""The date must not be null"");",0.0,630,634
5,S111,DateUtils.java,750,if (date instanceof Date) {,0.0,630,634
5,S112,DateUtils.java,751,"return round((Date) date, field);",0.0,630,634
5,S113,DateUtils.java,752,} else if (date instanceof Calendar) {,0.0,630,634
5,S114,DateUtils.java,753,"return round((Calendar) date, field).getTime();",0.0,630,634
5,S115,DateUtils.java,755,"throw new ClassCastException(""Could not round "" + date);",0.0,630,634
5,S116,DateUtils.java,777,if (date == null) {,0.0,630,634
5,S117,DateUtils.java,778,"throw new IllegalArgumentException(""The date must not be null"");",0.0,630,634
5,S118,DateUtils.java,780,Calendar gval = Calendar.getInstance();,0.0,630,634
5,S119,DateUtils.java,781,gval.setTime(date);,0.0,630,634
5,S120,DateUtils.java,782,"modify(gval, field, MODIFY_TRUNCATE);",0.0,630,634
5,S121,DateUtils.java,783,return gval.getTime();,0.0,630,634
5,S122,DateUtils.java,803,if (date == null) {,0.0,630,634
5,S123,DateUtils.java,804,"throw new IllegalArgumentException(""The date must not be null"");",0.0,630,634
5,S124,DateUtils.java,806,Calendar truncated = (Calendar) date.clone();,0.0,630,634
5,S125,DateUtils.java,807,"modify(truncated, field, MODIFY_TRUNCATE);",0.0,630,634
5,S126,DateUtils.java,808,return truncated;,0.0,630,634
5,S127,DateUtils.java,832,if (date == null) {,0.0,630,634
5,S128,DateUtils.java,833,"throw new IllegalArgumentException(""The date must not be null"");",0.0,630,634
5,S129,DateUtils.java,835,if (date instanceof Date) {,0.0,630,634
5,S130,DateUtils.java,836,"return truncate((Date) date, field);",0.0,630,634
5,S131,DateUtils.java,837,} else if (date instanceof Calendar) {,0.0,630,634
5,S132,DateUtils.java,838,"return truncate((Calendar) date, field).getTime();",0.0,630,634
5,S133,DateUtils.java,840,"throw new ClassCastException(""Could not truncate "" + date);",0.0,630,634
5,S134,DateUtils.java,863,if (date == null) {,0.0,630,634
5,S135,DateUtils.java,864,"throw new IllegalArgumentException(""The date must not be null"");",0.0,630,634
5,S136,DateUtils.java,866,Calendar gval = Calendar.getInstance();,0.0,630,634
5,S137,DateUtils.java,867,gval.setTime(date);,0.0,630,634
5,S138,DateUtils.java,868,"modify(gval, field, MODIFY_CEILING);",0.0,630,634
5,S139,DateUtils.java,869,return gval.getTime();,0.0,630,634
5,S140,DateUtils.java,890,if (date == null) {,0.0,630,634
5,S141,DateUtils.java,891,"throw new IllegalArgumentException(""The date must not be null"");",0.0,630,634
5,S142,DateUtils.java,893,Calendar ceiled = (Calendar) date.clone();,0.0,630,634
5,S143,DateUtils.java,894,"modify(ceiled, field, MODIFY_CEILING);",0.0,630,634
5,S144,DateUtils.java,895,return ceiled;,0.0,630,634
5,S145,DateUtils.java,920,if (date == null) {,0.0,630,634
5,S146,DateUtils.java,921,"throw new IllegalArgumentException(""The date must not be null"");",0.0,630,634
5,S147,DateUtils.java,923,if (date instanceof Date) {,0.0,630,634
5,S148,DateUtils.java,924,"return ceiling((Date) date, field);",0.0,630,634
5,S149,DateUtils.java,925,} else if (date instanceof Calendar) {,0.0,630,634
5,S150,DateUtils.java,926,"return ceiling((Calendar) date, field).getTime();",0.0,630,634
5,S151,DateUtils.java,928,"throw new ClassCastException(""Could not find ceiling of for type: "" + date.getClass());",0.0,630,634
5,S152,DateUtils.java,942,if (val.get(Calendar.YEAR) > 280000000) {,0.0,630,634
5,S153,DateUtils.java,943,"throw new ArithmeticException(""Calendar value too large for accurate calculations"");",0.0,630,634
5,S154,DateUtils.java,946,if (field == Calendar.MILLISECOND) {,0.0,630,634
5,S155,DateUtils.java,947,return;,0.0,630,634
5,S156,DateUtils.java,956,Date date = val.getTime();,0.0,630,634
5,S157,DateUtils.java,957,long time = date.getTime();,0.0,630,634
5,S158,DateUtils.java,958,boolean done = false;,0.0,630,634
5,S159,DateUtils.java,961,int millisecs = val.get(Calendar.MILLISECOND);,0.0,630,634
5,S160,DateUtils.java,962,if (MODIFY_TRUNCATE == modType || millisecs < 500) {,0.0,630,634
5,S161,DateUtils.java,963,time = time - millisecs;,0.0,630,634
5,S162,DateUtils.java,965,if (field == Calendar.SECOND) {,0.0,630,634
5,S163,DateUtils.java,966,done = true;,0.0,630,634
5,S164,DateUtils.java,970,int seconds = val.get(Calendar.SECOND);,0.0,630,634
5,S165,DateUtils.java,971,if (!done && (MODIFY_TRUNCATE == modType || seconds < 30)) {,0.0,630,634
5,S166,DateUtils.java,972,time = time - (seconds * 1000L);,0.0,630,634
5,S167,DateUtils.java,974,if (field == Calendar.MINUTE) {,0.0,630,634
5,S168,DateUtils.java,975,done = true;,0.0,630,634
5,S169,DateUtils.java,979,int minutes = val.get(Calendar.MINUTE);,0.0,630,634
5,S170,DateUtils.java,980,if (!done && (MODIFY_TRUNCATE == modType || minutes < 30)) {,0.0,630,634
5,S171,DateUtils.java,981,time = time - (minutes * 60000L);,0.0,630,634
5,S172,DateUtils.java,985,if (date.getTime() != time) {,0.0,630,634
5,S173,DateUtils.java,986,date.setTime(time);,0.0,630,634
5,S174,DateUtils.java,987,val.setTime(date);,0.0,630,634
5,S175,DateUtils.java,991,boolean roundUp = false;,0.0,630,634
5,S176,DateUtils.java,992,for (int i = 0; i < fields.length; i++) {,0.0,630,634
5,S177,DateUtils.java,993,for (int j = 0; j < fields[i].length; j++) {,0.0,630,634
5,S178,DateUtils.java,994,if (fields[i][j] == field) {,0.0,630,634
5,S179,DateUtils.java,996,if (modType == MODIFY_CEILING || (modType == MODIFY_ROUND && roundUp)) {,0.0,630,634
5,S180,DateUtils.java,997,if (field == DateUtils.SEMI_MONTH) {,0.0,630,634
5,S181,DateUtils.java,1001,if (val.get(Calendar.DATE) == 1) {,0.0,630,634
5,S182,DateUtils.java,1002,"val.add(Calendar.DATE, 15);",0.0,630,634
5,S183,DateUtils.java,1004,"val.add(Calendar.DATE, -15);",0.0,630,634
5,S184,DateUtils.java,1005,"val.add(Calendar.MONTH, 1);",0.0,630,634
5,S185,DateUtils.java,1008,} else if (field == Calendar.AM_PM) {,0.0,630,634
5,S186,DateUtils.java,1012,if (val.get(Calendar.HOUR_OF_DAY) == 0) {,0.0,630,634
5,S187,DateUtils.java,1013,"val.add(Calendar.HOUR_OF_DAY, 12);",0.0,630,634
5,S188,DateUtils.java,1015,"val.add(Calendar.HOUR_OF_DAY, -12);",0.0,630,634
5,S189,DateUtils.java,1016,"val.add(Calendar.DATE, 1);",0.0,630,634
5,S190,DateUtils.java,1022,"val.add(fields[i][0], 1);",0.0,630,634
5,S191,DateUtils.java,1025,return;,0.0,630,634
5,S192,DateUtils.java,1029,int offset = 0;,0.0,630,634
5,S193,DateUtils.java,1030,boolean offsetSet = false;,0.0,630,634
5,S194,DateUtils.java,1032,switch (field) {,0.0,630,634
5,S195,DateUtils.java,1034,if (fields[i][0] == Calendar.DATE) {,0.0,630,634
5,S196,DateUtils.java,1038,offset = val.get(Calendar.DATE) - 1;,0.0,630,634
5,S197,DateUtils.java,1041,if (offset >= 15) {,0.0,630,634
5,S198,DateUtils.java,1042,offset -= 15;,0.0,630,634
5,S199,DateUtils.java,1045,roundUp = offset > 7;,0.0,630,634
5,S200,DateUtils.java,1046,offsetSet = true;,0.0,630,634
5,S201,DateUtils.java,1050,if (fields[i][0] == Calendar.HOUR_OF_DAY) {,0.0,630,634
5,S202,DateUtils.java,1053,offset = val.get(Calendar.HOUR_OF_DAY);,0.0,630,634
5,S203,DateUtils.java,1054,if (offset >= 12) {,0.0,630,634
5,S204,DateUtils.java,1055,offset -= 12;,0.0,630,634
5,S205,DateUtils.java,1057,roundUp = offset >= 6;,0.0,630,634
5,S206,DateUtils.java,1058,offsetSet = true;,0.0,630,634
5,S207,DateUtils.java,1062,if (!offsetSet) {,0.0,630,634
5,S208,DateUtils.java,1063,int min = val.getActualMinimum(fields[i][0]);,0.0,630,634
5,S209,DateUtils.java,1064,int max = val.getActualMaximum(fields[i][0]);,0.0,630,634
5,S210,DateUtils.java,1066,offset = val.get(fields[i][0]) - min;,0.0,630,634
5,S211,DateUtils.java,1068,roundUp = offset > ((max - min) / 2);,0.0,630,634
5,S212,DateUtils.java,1071,if (offset != 0) {,0.0,630,634
5,S213,DateUtils.java,1072,"val.set(fields[i][0], val.get(fields[i][0]) - offset);",0.0,630,634
5,S214,DateUtils.java,1075,"throw new IllegalArgumentException(""The field "" + field + "" is not supported"");",0.0,630,634
5,S215,DateUtils.java,1105,if (focus == null) {,0.0,630,634
5,S216,DateUtils.java,1106,"throw new IllegalArgumentException(""The date must not be null"");",0.0,630,634
5,S217,DateUtils.java,1108,Calendar gval = Calendar.getInstance();,0.0,630,634
5,S218,DateUtils.java,1109,gval.setTime(focus);,0.0,630,634
5,S219,DateUtils.java,1110,"return iterator(gval, rangeStyle);",0.0,630,634
5,S220,DateUtils.java,1138,if (focus == null) {,0.0,630,634
5,S221,DateUtils.java,1139,"throw new IllegalArgumentException(""The date must not be null"");",0.0,630,634
5,S222,DateUtils.java,1141,Calendar start = null;,0.0,630,634
5,S223,DateUtils.java,1142,Calendar end = null;,0.0,630,634
5,S224,DateUtils.java,1143,int startCutoff = Calendar.SUNDAY;,0.0,630,634
5,S225,DateUtils.java,1144,int endCutoff = Calendar.SATURDAY;,0.0,630,634
5,S226,DateUtils.java,1145,switch (rangeStyle) {,0.0,630,634
5,S227,DateUtils.java,1149,"start = truncate(focus, Calendar.MONTH);",0.0,630,634
5,S228,DateUtils.java,1151,end = (Calendar) start.clone();,0.0,630,634
5,S229,DateUtils.java,1152,"end.add(Calendar.MONTH, 1);",0.0,630,634
5,S230,DateUtils.java,1153,"end.add(Calendar.DATE, -1);",0.0,630,634
5,S231,DateUtils.java,1155,if (rangeStyle == RANGE_MONTH_MONDAY) {,0.0,630,634
5,S232,DateUtils.java,1156,startCutoff = Calendar.MONDAY;,0.0,630,634
5,S233,DateUtils.java,1157,endCutoff = Calendar.SUNDAY;,0.0,630,634
5,S234,DateUtils.java,1165,"start = truncate(focus, Calendar.DATE);",0.0,630,634
5,S235,DateUtils.java,1166,"end = truncate(focus, Calendar.DATE);",0.0,630,634
5,S236,DateUtils.java,1167,switch (rangeStyle) {,0.0,630,634
5,S237,DateUtils.java,1170,break;,0.0,630,634
5,S238,DateUtils.java,1172,startCutoff = Calendar.MONDAY;,0.0,630,634
5,S239,DateUtils.java,1173,endCutoff = Calendar.SUNDAY;,0.0,630,634
5,S240,DateUtils.java,1174,break;,0.0,630,634
5,S241,DateUtils.java,1176,startCutoff = focus.get(Calendar.DAY_OF_WEEK);,0.0,630,634
5,S242,DateUtils.java,1177,endCutoff = startCutoff - 1;,0.0,630,634
5,S243,DateUtils.java,1178,break;,0.0,630,634
5,S244,DateUtils.java,1180,startCutoff = focus.get(Calendar.DAY_OF_WEEK) - 3;,0.0,630,634
5,S245,DateUtils.java,1181,endCutoff = focus.get(Calendar.DAY_OF_WEEK) + 3;,0.0,630,634
5,S246,DateUtils.java,1184,break;,0.0,630,634
5,S247,DateUtils.java,1186,"throw new IllegalArgumentException(""The range style "" + rangeStyle + "" is not valid."");",0.0,630,634
5,S248,DateUtils.java,1188,if (startCutoff < Calendar.SUNDAY) {,0.0,630,634
5,S249,DateUtils.java,1189,startCutoff += 7;,0.0,630,634
5,S250,DateUtils.java,1191,if (startCutoff > Calendar.SATURDAY) {,0.0,630,634
5,S251,DateUtils.java,1194,if (endCutoff < Calendar.SUNDAY) {,0.0,630,634
5,S252,DateUtils.java,1195,endCutoff += 7;,0.0,630,634
5,S253,DateUtils.java,1197,if (endCutoff > Calendar.SATURDAY) {,0.0,630,634
5,S254,DateUtils.java,1198,endCutoff -= 7;,0.0,630,634
5,S255,DateUtils.java,1200,while (start.get(Calendar.DAY_OF_WEEK) != startCutoff) {,0.0,630,634
5,S256,DateUtils.java,1201,"start.add(Calendar.DATE, -1);",0.0,630,634
5,S257,DateUtils.java,1203,while (end.get(Calendar.DAY_OF_WEEK) != endCutoff) {,0.0,630,634
5,S258,DateUtils.java,1204,"end.add(Calendar.DATE, 1);",0.0,630,634
5,S259,DateUtils.java,1206,"return new DateIterator(start, end);",0.0,630,634
5,S260,DateUtils.java,1229,if (focus == null) {,0.0,630,634
5,S261,DateUtils.java,1230,"throw new IllegalArgumentException(""The date must not be null"");",0.0,630,634
5,S262,DateUtils.java,1232,if (focus instanceof Date) {,0.0,630,634
5,S263,DateUtils.java,1233,"return iterator((Date) focus, rangeStyle);",0.0,630,634
5,S264,DateUtils.java,1234,} else if (focus instanceof Calendar) {,0.0,630,634
5,S265,DateUtils.java,1235,"return iterator((Calendar) focus, rangeStyle);",0.0,630,634
5,S266,DateUtils.java,1237,"throw new ClassCastException(""Could not iterate based on "" + focus);",0.0,630,634
5,S267,DateUtils.java,1275,"return getFragment(date, fragment, Calendar.MILLISECOND);",0.0,630,634
5,S268,DateUtils.java,1315,"return getFragment(date, fragment, Calendar.SECOND);",0.0,630,634
5,S269,DateUtils.java,1355,"return getFragment(date, fragment, Calendar.MINUTE);",0.0,630,634
5,S270,DateUtils.java,1395,"return getFragment(date, fragment, Calendar.HOUR_OF_DAY);",0.0,630,634
5,S271,DateUtils.java,1435,"return getFragment(date, fragment, Calendar.DAY_OF_YEAR);",0.0,630,634
5,S272,DateUtils.java,1475,"return getFragment(calendar, fragment, Calendar.MILLISECOND);",0.0,630,634
5,S273,DateUtils.java,1514,"return getFragment(calendar, fragment, Calendar.SECOND);",0.0,630,634
5,S274,DateUtils.java,1554,"return getFragment(calendar, fragment, Calendar.MINUTE);",0.0,630,634
5,S275,DateUtils.java,1594,"return getFragment(calendar, fragment, Calendar.HOUR_OF_DAY);",0.0,630,634
5,S276,DateUtils.java,1636,"return getFragment(calendar, fragment, Calendar.DAY_OF_YEAR);",0.0,630,634
5,S277,DateUtils.java,1651,if(date == null) {,0.0,630,634
5,S278,DateUtils.java,1652,"throw  new IllegalArgumentException(""The date must not be null"");",0.0,630,634
5,S279,DateUtils.java,1654,Calendar calendar = Calendar.getInstance();,0.0,630,634
5,S280,DateUtils.java,1655,calendar.setTime(date);,0.0,630,634
5,S281,DateUtils.java,1656,"return getFragment(calendar, fragment, unit);",0.0,630,634
5,S282,DateUtils.java,1671,if(calendar == null) {,0.0,630,634
5,S283,DateUtils.java,1672,"throw  new IllegalArgumentException(""The date must not be null"");",0.0,630,634
5,S284,DateUtils.java,1674,long millisPerUnit = getMillisPerUnit(unit);,0.0,630,634
5,S285,DateUtils.java,1675,long result = 0;,0.0,630,634
5,S286,DateUtils.java,1678,switch (fragment) {,0.0,630,634
5,S287,DateUtils.java,1680,result += (calendar.get(Calendar.DAY_OF_YEAR) * MILLIS_PER_DAY) / millisPerUnit;,0.0,630,634
5,S288,DateUtils.java,1681,break;,0.0,630,634
5,S289,DateUtils.java,1683,result += (calendar.get(Calendar.DAY_OF_MONTH) * MILLIS_PER_DAY) / millisPerUnit;,0.0,630,634
5,S290,DateUtils.java,1687,switch (fragment) {,0.0,630,634
5,S291,DateUtils.java,1695,result += (calendar.get(Calendar.HOUR_OF_DAY) * MILLIS_PER_HOUR) / millisPerUnit;,0.0,630,634
5,S292,DateUtils.java,1698,result += (calendar.get(Calendar.MINUTE) * MILLIS_PER_MINUTE) / millisPerUnit;,0.0,630,634
5,S293,DateUtils.java,1701,result += (calendar.get(Calendar.SECOND) * MILLIS_PER_SECOND) / millisPerUnit;,0.0,630,634
5,S294,DateUtils.java,1704,result += (calendar.get(Calendar.MILLISECOND) * 1) / millisPerUnit;,0.0,630,634
5,S295,DateUtils.java,1705,break;,0.0,630,634
5,S296,DateUtils.java,1706,case Calendar.MILLISECOND: break;//never useful,0.0,630,634
5,S297,DateUtils.java,1707,"default: throw new IllegalArgumentException(""The fragment "" + fragment + "" is not supported"");",0.0,630,634
5,S298,DateUtils.java,1709,return result;,0.0,630,634
5,S299,DateUtils.java,1795,long result = Long.MAX_VALUE;,0.0,630,634
5,S300,DateUtils.java,1796,switch (unit) {,0.0,630,634
5,S301,DateUtils.java,1799,result = MILLIS_PER_DAY;,0.0,630,634
5,S302,DateUtils.java,1800,break;,0.0,630,634
5,S303,DateUtils.java,1802,result = MILLIS_PER_HOUR;,0.0,630,634
5,S304,DateUtils.java,1803,break;,0.0,630,634
5,S305,DateUtils.java,1805,result = MILLIS_PER_MINUTE;,0.0,630,634
5,S306,DateUtils.java,1806,break;,0.0,630,634
5,S307,DateUtils.java,1808,result = MILLIS_PER_SECOND;,0.0,630,634
5,S308,DateUtils.java,1809,break;,0.0,630,634
5,S309,DateUtils.java,1811,result = 1;,0.0,630,634
5,S310,DateUtils.java,1812,break;,0.0,630,634
5,S311,DateUtils.java,1815,return result;,0.0,630,634
5,S312,DateUtils.java,1821,static class DateIterator implements Iterator<Calendar> {,0.0,630,634
5,S313,DateUtils.java,1832,super();,0.0,630,634
5,S314,DateUtils.java,1833,this.endFinal = endFinal;,0.0,630,634
5,S315,DateUtils.java,1834,spot = startFinal;,0.0,630,634
5,S316,DateUtils.java,1835,"spot.add(Calendar.DATE, -1);",0.0,630,634
5,S317,DateUtils.java,1844,return spot.before(endFinal);,0.0,630,634
5,S318,DateUtils.java,1853,if (spot.equals(endFinal)) {,0.0,630,634
5,S319,DateUtils.java,1854,throw new NoSuchElementException();,0.0,630,634
5,S320,DateUtils.java,1856,"spot.add(Calendar.DATE, 1);",0.0,630,634
5,S321,DateUtils.java,1857,return (Calendar) spot.clone();,0.0,630,634
5,S322,DateUtils.java,1867,throw new UnsupportedOperationException();,0.0,630,634
5,S323,FastDateFormat.java,111,"private static final Map<FastDateFormat, FastDateFormat> cInstanceCache = new HashMap<FastDateFormat, FastDateFormat>(7);",0.0,630,634
5,S324,FastDateFormat.java,112,"private static final Map<Object, FastDateFormat> cDateInstanceCache = new HashMap<Object, FastDateFormat>(7);",0.0,630,634
5,S325,FastDateFormat.java,113,"private static final Map<Object, FastDateFormat> cTimeInstanceCache = new HashMap<Object, FastDateFormat>(7);",0.0,630,634
